0.4604428	0.9364041
0.2666396	0.6393188
0.1815019	0.6124061
0.9898349	0.411816
0.9531464	0.1812962
0.444197	0.5429701
0.4299943	0.1290824
0.6621991	0.8898324
0.8591488	0.9418355
0.0832908	0.4814666
0.3434329	0.8528033
0.0626909	0.0579135
0.0394962	0.4788346
0.8563503	0.1980968
0.0982331	0.713224
0.1458104	0.3525709
0.1398642	0.9423314
0.0293564	0.749201
0.23724	0.3432447
0.3252257	0.5634311
0.9441983	0.3717984
0.96358	0.8551657
0.3552035	0.186427
0.4404528	0.3554585
0.7364526	0.2470967
0.5238978	0.1731836
0.2097882	0.9064881
0.8506329	0.8585205
0.7856687	0.9547682
0.8871136	0.3756513
0.0433697	0.2133342
0.6874295	0.3733771
0.3845878	0.3428429
0.3541164	0.3328231
0.6784989	0.429438
0.0813573	0.359381
0.3094849	0.0268704
0.9275413	0.9920076
0.026434	0.3908973
0.5085776	0.9566908
0.1881944	0.2293537
0.3277747	0.2152708
0.7606166	0.4722489
0.5836468	0.9944186
0.7132551	0.0620604
0.1453423	0.9330962
0.6465608	0.6801498
0.6520049	0.9175307
0.4408601	0.0414029
0.2078099	0.5040404
0.9506448	0.5169894
0.6711881	0.0565134
0.6605198	0.4311704
0.2382225	0.5536111
0.4268513	0.4098497
0.3472631	0.0174272
0.630786	0.868004
0.1396846	0.0329611
0.8426053	0.6641705
0.3808032	0.6153708
0.3692667	0.7997186
0.1579624	0.1959094
0.91484	0.9377783
0.5907657	0.7529373
0.389658	0.2896871
0.7444002	0.2366578
0.7249222	0.4046135
0.9831317	0.0507354
0.598561	0.232969
0.5945437	0.0941018
0.0631225	0.9287669
0.6780011	0.6794242
0.2635455	0.3429978
0.8691057	0.867504
0.8377816	0.4517209
0.6576975	0.4811488
0.400212	0.0801066
0.6299596	0.5854931
0.8760077	0.6342466
0.0163805	0.5943265
0.8388714	0.0023376
0.6699363	0.1371275
0.4258149	0.5242289
0.5402611	0.4413541
0.4711026	0.1348776
0.7272444	0.9419842
0.491329	0.1825798
0.1704535	0.060788
0.0061589	0.582643
0.9451439	0.2256962
0.6251384	0.1958931
0.9551118	0.3157201
0.6236795	0.2833418
0.2744856	0.9109956
0.0359583	0.8267924
0.6622515	0.3548147
0.6015661	0.6558402
0.1920815	0.5962316
0.6481213	0.029647
0.6936902	0.5640648
0.7732704	0.4173999
0.9917706	0.5490256
0.1060094	0.396521
0.1889986	0.538225
0.9089204	0.0400506
0.6928449	0.5928915
0.0012907	0.9791888
0.6201519	0.7995481
0.3136834	0.9122473
0.2307379	0.0359304
0.3494991	0.2452734
0.2598977	0.0177073
0.5581648	0.4211103
0.6624228	0.853603
0.5557744	0.5952473
0.39651	0.0730734
0.6512598	0.0429233
0.9597132	0.5795781
0.5497471	0.4426992
0.5610615	0.974347
0.0150432	0.1917485
0.6802248	0.3618192
0.2964771	0.1644553
0.6377682	0.3880611
0.2499523	0.9819147
0.7135605	0.961418
0.4487873	0.8100608
0.1842734	0.7392614
0.4105782	0.1538202
0.7317301	0.677953
0.7934169	0.3058489
0.7570928	0.666194
0.9168278	0.9553292
0.6731722	0.7942696
0.6618394	0.8808102
0.7165415	0.5632264
0.1694433	0.8126277
0.4849392	0.7794343
0.4218452	0.096591
0.3235115	0.2278448
0.2365526	0.5278628
0.3549016	0.0031928
0.041234	0.3977339
0.4674648	0.9502293
0.1600586	0.9392418
0.50423	0.5710124
0.5512055	0.9597879
0.4658521	0.7813371
0.8964239	0.8880092
0.1657967	0.8530187
0.2953189	0.9708149
0.0745532	0.6705987
0.0281617	0.6755585
0.7205981	0.4608826
0.5569788	0.0208679
0.6666333	0.7741646
0.0434062	0.4934226
0.3544436	0.1173924
0.0331167	0.3524599
0.1963334	0.3317103
0.0374776	0.625489
0.7146587	0.3761185
0.4888525	0.0490734
0.9721834	0.9783574
0.6391357	0.797616
0.7003754	0.6839037
0.5031921	0.6397928
0.363465	0.3771585
0.0288931	0.9875666
0.6844146	0.2676853
0.8316141	0.6652386
0.0582572	0.6685194
0.4527445	0.5067035
0.4704469	0.614623
0.6656766	0.6600423
0.4987372	0.2604501
0.4934792	0.7451674
0.9425434	0.7194406
0.4266377	0.9016496
0.062217	0.5109321
0.3819796	0.4503384
0.4294136	0.3679072
0.5127397	0.2264962
0.0559321	0.4490985
0.2691862	0.4452727
0.2275564	0.3783967
0.7819256	0.4185957
